name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,distance_cm,level_pct,ts
"15.5645,-88.0286",2025-04-06,35.7,23.3,28.9,39.3,23.3,30.2,20.8,65.2,0.0,0,0.0,,0,0,32.4,24.6,45.1,1009.1,30.8,10.0,284.6,24.7,10,30,2025-04-06T05:43:29,2025-04-06T18:05:35,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",6.84,37.8,583000
"15.5645,-88.0286",2025-04-07,34.8,23.1,28.2,39.3,23.1,31.0,22.8,74.5,0.0,0,0.0,,0,0,27.7,21.4,22.2,1008.9,39.1,10.0,266.3,23.0,9,60,2025-04-07T05:42:47,2025-04-07T18:05:43,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.74,29.6,584000
"15.5645,-88.0286",2025-04-08,26.1,22.9,24.2,26.1,22.9,24.2,22.6,91.2,20.463,100,25.0,rain,0,0,41.4,13.9,221.6,1013.5,96.5,7.6,38.2,3.3,2,10,2025-04-08T05:42:05,2025-04-08T18:05:53,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.73,29.7,585000
"15.5645,-88.0286",2025-04-09,23.2,20.3,22.0,23.2,20.3,22.0,20.5,91.5,3.807,100,25.0,rain,0,0,34.9,9.8,354.1,1019.0,93.5,8.3,95.1,8.1,4,10,2025-04-09T05:41:23,2025-04-09T18:06:02,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MHTE,MGPB,78637099999",2.33,78.8,586000
"15.5645,-88.0286",2025-04-10,28.1,19.0,23.5,29.7,19.0,23.8,19.6,80.4,0.0,0,0.0,rain,0,0,28.8,21.0,20.7,1018.4,60.3,9.4,178.7,15.5,5,10,2025-04-10T05:40:42,2025-04-10T18:06:11,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",6.13,44.3,587000
"15.5645,-88.0286",2025-04-11,28.9,19.0,24.1,30.3,19.0,24.5,19.2,76.5,0.0,0,0.0,rain,0,0,36.4,22.3,21.7,1017.5,45.5,9.2,236.0,20.5,8,10,2025-04-11T05:40:01,2025-04-11T18:06:21,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",8.34,24.2,588000
"15.5645,-88.0286",2025-04-12,29.9,17.1,23.0,31.4,17.1,23.3,18.5,77.8,0.006,100,4.17,rain,0,0,38.2,29.2,28.0,1017.2,46.3,10.0,234.3,20.3,8,10,2025-04-12T05:39:20,2025-04-12T18:06:31,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",3.94,64.2,589000
"15.5645,-88.0286",2025-04-13,30.5,17.9,24.2,30.7,17.9,24.3,18.3,73.0,0.0,0,0.0,,0,0,38.2,26.1,6.1,1016.4,30.6,9.7,272.8,23.6,9,10,2025-04-13T05:38:40,2025-04-13T18:06:41,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",5.72,48.0,590000
"15.5645,-88.0286",2025-04-14,30.9,19.1,25.3,33.6,19.1,26.1,20.1,74.7,0.0,0,0.0,rain,0,0,44.6,28.4,18.8,1015.9,39.1,10.2,286.0,24.8,9,10,2025-04-14T05:38:00,2025-04-14T18:06:51,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.48,50.2,591000
"15.5645,-88.0286",2025-04-15,30.9,22.0,26.4,33.8,22.0,27.6,21.6,76.3,0.454,100,8.33,rain,0,0,39.2,24.6,34.7,1015.0,70.5,9.9,192.2,16.6,6,10,2025-04-15T05:37:21,2025-04-15T18:07:01,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.22,52.5,592000
"15.5645,-88.0286",2025-04-16,28.9,22.9,24.6,32.1,22.9,25.2,22.6,89.2,10.989,100,29.17,rain,0,0,31.3,17.4,42.9,1015.4,93.4,8.9,88.2,7.6,5,10,2025-04-16T05:36:43,2025-04-16T18:07:12,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",2.97,73.0,593000
"15.5645,-88.0286",2025-04-17,30.6,22.1,26.0,34.5,22.1,27.5,22.6,82.8,0.439,100,8.33,rain,0,0,45.7,28.2,22.4,1014.4,53.7,10.0,229.7,20.0,8,10,2025-04-17T05:36:04,2025-04-17T18:07:23,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.21,43.5,594000
"15.5645,-88.0286",2025-04-18,31.0,23.9,27.2,34.5,23.9,28.5,22.0,74.4,0.0,0,0.0,rain,0,0,42.5,30.9,21.7,1014.4,52.5,10.0,280.4,24.2,9,10,2025-04-18T05:35:27,2025-04-18T18:07:34,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",5.57,49.4,595000
"15.5645,-88.0286",2025-04-19,31.9,22.1,27.0,35.9,22.1,28.8,22.3,77.0,0.0,0,0.0,,0,0,39.6,24.9,28.0,1013.4,35.0,10.0,274.3,23.6,9,10,2025-04-19T05:34:49,2025-04-19T18:07:46,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",7.31,33.5,596000
"15.5645,-88.0286",2025-04-20,32.9,23.2,28.0,40.1,23.2,31.0,23.7,79.0,0.0,0,0.0,,0,0,38.5,29.6,28.3,1011.5,39.9,10.0,299.7,26.1,10,30,2025-04-20T05:34:13,2025-04-20T18:07:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",6.4,41.8,597000
"15.5645,-88.0286",2025-04-21,33.7,24.1,28.5,40.6,24.1,31.3,23.8,77.4,1.0,100,4.17,rain,0,0,38.9,27.8,36.3,1011.2,37.8,9.8,261.2,22.7,9,30,2025-04-21T05:33:37,2025-04-21T18:08:09,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.22,79.8,598000
"15.5645,-88.0286",2025-04-22,32.8,25.0,27.9,38.9,25.0,30.1,23.5,78.4,0.006,100,4.17,rain,0,0,40.7,30.3,36.6,1011.4,41.6,10.0,265.0,23.0,9,30,2025-04-22T05:33:01,2025-04-22T18:08:22,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.26,79.5,599000
"15.5645,-88.0286",2025-04-23,33.6,22.9,27.4,39.1,22.9,29.5,22.8,77.5,0.0,0,0.0,rain,0,0,36.4,28.0,27.7,1011.6,40.0,10.0,267.4,23.1,9,10,2025-04-23T05:32:27,2025-04-23T18:08:34,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.61,30.8,600000
"15.5645,-88.0286",2025-04-24,31.9,22.7,27.0,36.8,22.7,28.8,22.5,78.1,0.0,0,0.0,,0,0,32.8,29.6,36.4,1011.5,35.9,10.0,253.0,21.8,9,10,2025-04-24T05:31:53,2025-04-24T18:08:47,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.66,30.4,601000
"15.5645,-88.0286",2025-04-25,31.8,23.8,27.3,35.7,23.8,29.3,22.6,76.7,0.0,0,0.0,rain,0,0,36.4,27.2,25.8,1011.7,51.9,10.0,247.8,21.5,8,10,2025-04-25T05:31:19,2025-04-25T18:09:00,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.68,12.0,602000
"15.5645,-88.0286",2025-04-26,32.8,23.1,27.2,35.4,23.1,28.5,21.8,74.3,0.0,0,0.0,rain,0,0,38.9,25.7,42.9,1012.5,38.4,10.0,270.9,23.4,10,10,2025-04-26T05:30:46,2025-04-26T18:09:13,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.01,18.1,603000
"15.5645,-88.0286",2025-04-27,31.8,20.8,26.1,34.3,20.8,27.3,20.8,74.4,0.0,0,0.0,,0,0,38.5,23.9,11.5,1013.9,29.1,10.1,286.3,24.8,10,10,2025-04-27T05:30:14,2025-04-27T18:09:27,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MHTE,MGPB,V7QK9,78637099999",5.74,47.8,604000
"15.5645,-88.0286",2025-04-28,32.8,21.1,26.9,36.2,21.1,28.5,21.8,75.9,0.2,100,4.17,rain,0,0,38.9,31.0,15.9,1014.4,39.1,10.0,264.5,22.9,9,10,2025-04-28T05:29:43,2025-04-28T18:09:41,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",7.01,36.3,605000
"15.5645,-88.0286",2025-04-29,32.8,23.0,27.5,36.9,23.0,29.3,22.5,75.8,0.0,0,0.0,,0,0,42.1,28.5,22.2,1013.6,33.0,10.0,264.3,22.8,9,10,2025-04-29T05:29:12,2025-04-29T18:09:55,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.66,48.5,606000
"15.5645,-88.0286",2025-04-30,32.9,22.8,27.6,35.8,22.8,29.2,22.2,74.4,0.0,0,0.0,,0,0,40.7,27.7,24.2,1011.8,41.4,10.0,287.4,24.7,9,10,2025-04-30T05:28:42,2025-04-30T18:10:10,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.78,65.6,607000
"15.5645,-88.0286",2025-05-01,33.8,23.0,27.9,40.3,23.0,30.6,23.2,76.8,0.0,0,0.0,,0,0,36.7,29.6,42.8,1010.6,33.5,10.1,274.8,23.8,9,30,2025-05-01T05:28:13,2025-05-01T18:10:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",5.01,54.5,608000
"15.5645,-88.0286",2025-05-02,33.8,23.8,28.2,40.2,23.8,31.2,23.7,78.2,0.0,0,0.0,rain,0,0,34.9,24.7,31.9,1010.1,35.3,10.0,271.7,23.4,9,30,2025-05-02T05:27:45,2025-05-02T18:10:40,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",2.83,74.3,609000
"15.5645,-88.0286",2025-05-03,35.6,24.3,29.1,43.1,24.3,32.8,24.1,76.5,0.0,0,0.0,,0,0,38.2,29.3,36.4,1008.8,39.9,10.0,296.7,25.7,9,75,2025-05-03T05:27:17,2025-05-03T18:10:56,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",7.33,33.4,610000
"15.5645,-88.0286",2025-05-04,35.7,24.2,29.3,44.4,24.2,33.1,24.4,77.1,0.0,0,0.0,,0,0,37.1,46.4,28.7,1009.4,35.8,10.3,274.1,23.6,9,75,2025-05-04T05:26:50,2025-05-04T18:11:11,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",3.54,67.8,611000
"15.5645,-88.0286",2025-05-05,35.8,23.2,29.0,42.0,23.2,32.9,24.3,77.7,0.0,0,0.0,,0,0,40.7,27.5,34.4,1009.2,33.4,9.9,301.7,26.1,10,60,2025-05-05T05:26:24,2025-05-05T18:11:28,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.8,47.3,612000
"15.5645,-88.0286",2025-05-06,35.7,25.2,29.9,43.3,25.2,34.3,24.5,74.7,0.0,0,0.0,,0,0,40.7,25.6,38.7,1009.7,35.3,9.4,296.2,25.7,10,60,2025-05-06T05:25:59,2025-05-06T18:11:44,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.74,11.5,613000
"15.5645,-88.0286",2025-05-07,35.7,24.3,29.4,43.1,24.3,33.1,24.2,76.0,0.0,0,0.0,,0,0,38.9,25.6,12.1,1009.3,29.1,9.9,295.5,25.3,10,30,2025-05-07T05:25:35,2025-05-07T18:12:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",2.25,79.5,614000
"15.5645,-88.0286",2025-05-08,36.6,24.1,29.4,44.4,24.1,33.4,24.3,75.9,0.0,0,0.0,,0,0,41.8,29.8,20.7,1009.7,30.4,8.7,288.7,24.8,10,60,2025-05-08T05:25:12,2025-05-08T18:12:18,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.21,70.8,615000
"15.5645,-88.0286",2025-05-09,36.5,26.0,30.2,44.4,26.0,34.8,24.6,74.1,0.0,0,0.0,,0,0,34.9,27.5,37.0,1008.8,36.3,9.9,284.4,24.7,9,75,2025-05-09T05:24:49,2025-05-09T18:12:35,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.39,60.1,616000
"15.5645,-88.0286",2025-05-10,34.8,25.1,29.2,41.8,25.1,33.2,24.2,75.6,1.87,100,4.17,rain,0,0,33.1,27.3,37.8,1010.0,70.1,9.8,245.3,21.3,9,30,2025-05-10T05:24:27,2025-05-10T18:12:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",9.53,13.4,617000
"15.5645,-88.0286",2025-05-11,28.1,24.9,26.3,32.6,24.9,27.4,24.4,89.4,3.039,100,16.67,rain,0,0,28.8,8.9,47.8,1013.8,76.7,9.7,145.4,12.6,6,10,2025-05-11T05:24:06,2025-05-11T18:13:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.27,15.7,618000
"15.5645,-88.0286",2025-05-12,29.0,24.8,26.4,32.8,24.8,27.7,23.5,84.7,3.697,100,16.67,rain,0,0,23.8,10.3,75.6,1015.1,89.9,10.0,123.1,10.6,7,10,2025-05-12T05:23:47,2025-05-12T18:13:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999,C6VG7",3.3,70.0,619000
"15.5645,-88.0286",2025-05-13,33.8,23.1,28.0,40.5,23.1,31.0,23.6,79.0,0.0,0,0.0,,0,0,33.5,29.6,24.0,1012.1,62.0,10.0,252.4,21.9,9,60,2025-05-13T05:23:28,2025-05-13T18:13:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.85,10.5,620000
"15.5645,-88.0286",2025-05-14,34.7,24.1,29.0,40.7,24.1,32.5,24.1,76.8,0.0,0,0.0,,0,0,31.7,27.5,39.7,1010.0,37.2,10.0,278.3,24.1,10,30,2025-05-14T05:23:09,2025-05-14T18:14:05,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",8.01,27.2,621000
"15.5645,-88.0286",2025-05-15,35.6,24.8,29.5,40.9,24.8,32.9,23.8,74.0,0.0,0,0.0,,0,0,42.1,26.2,27.0,1009.7,34.4,10.0,297.8,25.8,10,30,2025-05-15T05:22:52,2025-05-15T18:14:23,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",6.32,42.5,622000
"15.5645,-88.0286",2025-05-16,35.7,25.1,29.6,41.8,25.1,33.4,24.3,75.9,0.0,0,0.0,,0,0,39.2,26.1,39.4,1010.4,36.0,10.0,295.2,25.4,9,60,2025-05-16T05:22:36,2025-05-16T18:14:42,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.45,14.1,623000
"15.5645,-88.0286",2025-05-17,36.5,24.9,29.8,43.3,24.9,33.8,24.1,73.8,0.0,0,0.0,,0,0,39.6,26.1,26.1,1010.8,28.3,10.0,304.9,26.4,10,60,2025-05-17T05:22:20,2025-05-17T18:15:01,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.04,17.8,624000
"15.5645,-88.0286",2025-05-18,35.7,25.8,30.1,46.0,25.8,35.4,25.0,75.8,0.0,0,0.0,,0,0,35.3,27.4,22.8,1009.9,41.7,9.6,296.7,25.6,10,75,2025-05-18T05:22:06,2025-05-18T18:15:20,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.13,53.4,625000
"15.5645,-88.0286",2025-05-19,36.6,25.3,30.0,44.9,25.3,34.7,24.6,75.0,0.0,0,0.0,,0,0,38.5,25.3,30.1,1008.7,31.6,10.1,298.3,25.9,9,60,2025-05-19T05:21:52,2025-05-19T18:15:40,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.25,34.1,626000
"15.5645,-88.0286",2025-05-20,37.6,24.8,30.8,44.7,24.8,35.0,23.8,68.9,0.0,0,0.0,,0,0,41.8,25.9,27.9,1008.0,27.5,9.8,308.1,26.6,9,30,2025-05-20T05:21:40,2025-05-20T18:15:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",7.18,34.7,627000
"15.5645,-88.0286",2025-05-21,36.7,24.1,30.2,45.2,24.1,34.8,24.0,71.4,0.0,0,0.0,,0,0,38.2,25.2,37.9,1009.1,28.3,10.0,301.2,26.1,9,60,2025-05-21T05:21:28,2025-05-21T18:16:19,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.62,58.0,628000
"15.5645,-88.0286",2025-05-22,35.9,26.0,30.2,43.3,26.0,35.4,24.7,74.7,0.0,0,0.0,,0,0,43.9,30.9,33.1,1010.8,32.7,9.9,286.4,24.9,9,60,2025-05-22T05:21:17,2025-05-22T18:16:39,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.44,68.7,629000
"15.5645,-88.0286",2025-05-23,33.9,25.8,29.6,42.1,25.8,34.0,24.3,74.8,0.0,0,0.0,rain,0,0,48.2,28.8,35.7,1011.8,52.9,9.8,260.0,22.4,9,60,2025-05-23T05:21:08,2025-05-23T18:16:59,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",5.73,47.9,630000
"15.5645,-88.0286",2025-05-24,33.9,24.9,28.9,40.7,24.9,32.2,23.5,74.1,0.0,0,0.0,,0,0,42.1,26.7,22.9,1013.3,40.9,10.1,273.4,23.7,10,30,2025-05-24T05:20:59,2025-05-24T18:17:19,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.11,62.6,631000
"15.5645,-88.0286",2025-05-25,33.9,24.9,29.3,39.6,24.9,33.1,24.2,75.5,0.0,0,0.0,,0,0,41.8,27.9,27.1,1013.4,42.1,10.0,286.7,24.8,9,30,2025-05-25T05:20:51,2025-05-25T18:17:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",4.84,56.0,632000
"15.5645,-88.0286",2025-05-26,35.3,25.8,29.8,42.0,25.8,33.8,24.1,73.3,0.0,0,0.0,,0,0,44.3,26.1,36.3,1012.5,37.6,10.0,309.1,26.9,10,30,2025-05-26T05:20:44,2025-05-26T18:17:59,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.63,12.5,633000
"15.5645,-88.0286",2025-05-27,35.7,24.8,29.9,43.1,24.8,33.5,23.7,72.3,0.0,0,0.0,,0,0,41.0,26.8,21.5,1011.7,30.8,10.2,299.9,26.1,10,30,2025-05-27T05:20:38,2025-05-27T18:18:19,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",5.69,48.3,634000
"15.5645,-88.0286",2025-05-28,35.7,25.9,30.0,43.3,25.9,34.8,24.6,74.5,0.0,0,0.0,,0,0,46.4,28.7,23.5,1011.9,49.5,9.6,270.6,23.5,9,60,2025-05-28T05:20:33,2025-05-28T18:18:39,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.48,32.0,635000
"15.5645,-88.0286",2025-05-29,35.4,24.1,29.5,40.6,24.1,32.7,23.2,71.2,0.0,0,0.0,,0,0,50.0,26.6,28.9,1012.7,31.9,9.6,273.2,23.6,8,30,2025-05-29T05:20:28,2025-05-29T18:18:59,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",4.69,57.4,636000
"15.5645,-88.0286",2025-05-30,35.6,25.0,29.7,41.0,25.0,33.1,23.6,72.1,0.0,0,0.0,,0,0,39.6,27.8,22.6,1012.4,33.9,9.8,285.8,24.8,9,30,2025-05-30T05:20:25,2025-05-30T18:19:19,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.97,9.4,637000
"15.5645,-88.0286",2025-05-31,35.7,26.0,30.0,44.3,26.0,34.7,24.4,73.4,0.0,0,0.0,,0,0,35.3,27.5,35.3,1011.7,41.7,9.7,275.7,23.9,9,30,2025-05-31T05:20:22,2025-05-31T18:19:39,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",7.27,33.9,638000
"15.5645,-88.0286",2025-06-01,36.6,24.1,29.2,43.9,24.1,32.4,23.5,73.4,2.87,100,8.33,rain,0,0,39.6,35.6,57.0,1011.6,56.3,9.9,289.2,25.0,9,75,2025-06-01T05:20:21,2025-06-01T18:19:59,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",3.57,67.5,639000
"15.5645,-88.0286",2025-06-02,36.7,24.6,28.9,44.3,24.6,31.6,23.2,73.0,1.87,100,4.17,rain,0,0,32.8,32.9,221.5,1010.9,66.2,9.7,292.5,25.4,9,60,2025-06-02T05:20:20,2025-06-02T18:20:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.79,74.6,640000
"15.5645,-88.0286",2025-06-03,36.6,25.0,29.8,41.7,25.0,33.5,23.5,71.9,16.832,100,4.17,rain,0,0,34.6,25.4,187.6,1009.0,39.3,10.3,278.6,24.1,9,60,2025-06-03T05:20:20,2025-06-03T18:20:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999,C6VG7",9.55,13.2,641000
"15.5645,-88.0286",2025-06-04,33.9,26.1,29.4,42.0,26.1,34.2,24.8,77.6,0.0,0,0.0,,0,0,43.6,26.8,25.4,1008.7,76.0,10.0,258.6,22.5,9,75,2025-06-04T05:20:21,2025-06-04T18:20:58,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",9.56,13.1,642000
"15.5645,-88.0286",2025-06-05,33.6,24.0,28.2,41.6,24.0,31.6,23.8,78.0,0.3,100,4.17,rain,0,0,34.2,25.7,41.4,1010.7,70.5,9.9,241.8,20.9,8,30,2025-06-05T05:20:23,2025-06-05T18:21:17,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",6.97,36.6,643000
"15.5645,-88.0286",2025-06-06,33.8,26.0,29.5,39.9,26.0,33.8,24.1,74.5,0.0,0,0.0,rain,0,0,38.5,25.7,39.0,1011.3,76.4,10.0,244.7,21.2,8,30,2025-06-06T05:20:26,2025-06-06T18:21:36,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",2.14,80.5,644000
"15.5645,-88.0286",2025-06-07,34.7,23.1,28.3,41.9,23.1,30.9,23.2,75.9,8.416,100,4.17,rain,0,0,38.2,25.1,35.7,1011.8,53.1,9.7,268.5,23.4,9,30,2025-06-07T05:20:29,2025-06-07T18:21:55,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,78637099999",3.8,65.5,645000
"15.5645,-88.0286",2025-06-08,33.9,22.1,26.9,39.2,22.1,28.7,22.8,80.0,8.416,100,4.17,rain,0,0,40.0,27.6,39.8,1011.9,36.2,10.4,272.1,23.5,10,30,2025-06-08T05:20:33,2025-06-08T18:22:13,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",8.41,23.5,646000
"15.5645,-88.0286",2025-06-09,32.8,23.2,27.0,38.1,23.2,29.0,23.1,80.8,20.799,100,12.5,rain,0,0,42.5,29.2,42.7,1012.8,62.8,8.8,249.7,21.5,8,30,2025-06-09T05:20:38,2025-06-09T18:22:32,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78706099999,78708099999,MHLM,MGPB,MHTE,V7QK9,78637099999",9.0,18.2,647000
